address,latitude,longitude
"12 Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",20.982833,105.79086749999999
"L1-02 Tầng 1 Cao ốc Chung Cư SaiGon Mia, Đường số 9A Chung Cư Cụm 3,4 - Khu Dân Cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Tp. HCM",10.7326733,106.6889334
"83 Đường Số 3, Khu Phố 4, Phường Bình An, Quận 2, Tp.HCM",10.7954492,106.7368595
"N8 – A10 Nguyễn Thị Thập, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0062336,105.80184839999993
"Số 103 Thuỳ Vân, Phường 2, Tp Vũng Tàu",10.333776,107.08970010000007
"Số 108, đường 19-05, Phường Văn Quán, Quận Hà Đông, Hà Nội",20.9748435,105.787569
"92 Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0335677,105.80658619999997
"1A Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",21.0118555,105.86514090000003
"129 Trần Văn Khéo, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",10.0460446,105.78638449999994
"37-TT1 The Manor, Khu Đô Thị Mỹ Đình Mễ Trì, Phường Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",21.0141712,105.7758312
"118 Tuệ Tĩnh, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",21.0153441,105.84737689999997
"54 – 56 Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",20.989968,105.86492499999997
"3-5 Lý Tự Trọng, Phường An Phú, Quận Ninh Kiều, Thành Phố Cần Thơ",10.0324938,105.78176580000002
"152 Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",21.045601,105.8432169
"69 Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, Tp. HCM",10.76356,106.69289200000003
"22 Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0345117,105.81203789999995
"848 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Tp. Hà Nội",21.0194893,105.80244199999993
"286 Kim Ngưu, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",20.9989946,105.86171289999993
"37C Thuận Kiều, Phường 12, Quận 5, Tp. Hồ Chí Minh",10.7566251,106.6580839
"69 Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",20.983857,105.84380550000003
"65 Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0338531,105.81716059999997
"15C Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Tp.HCM",10.78591,106.70112700000004
"A1.09 Sunrise City View - Khu Phức Hợp Căn Hộ Nhật Hoa, 33 Nguyễn Hữu Thọ, Quận 7, TP. HCM",10.7413084,106.7005935
"128 Hai Bà Trưng, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",10.031827,105.78810999999996
"94 Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội, Việt Nam",21.0335571,105.80987359999995
"91 Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội, Việt Nam",21.012681573324844,105.83258051897963
"809-811 Tạ Quang Bửu, Phường 5, Quận 8, Tp. HCM, Việt Nam",10.7363507,106.66980050000006
"125G Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội, Việt Nam",21.0178574,105.85533950000001
"218 Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",20.996892,105.80357800000002
"27 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp.HCM",10.8514833,106.65632759999994
"85 Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội, Việt Nam",21.036521,105.84699
"138 Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội, Việt Nam",21.034844,105.82529
"232A Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội, Việt Nam",21.0029915,105.86675200000002
"SAV.3-00.27 Toà Nhà The Sun Avenue, Tầng Trệt, Tháp S3, Số 28 Mai Chí Thọ, Phường An Phú, Quận 2, TP. HCM, Việt Nam",10.7842649,106.7460161
"188 Nguyễn Thị Minh Khai, Phường 6, Quận 3, Tp.HCM",10.7759959,106.69111199999998
"271 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Tp.HCM, Việt Nam",10.767992,106.692138
"73 Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội, Việt Nam",21.0630321,105.80705579999994
"91 Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",21.019029,105.83757790000004
"125 Hoàng Ngân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, Việt Nam",21.010264419538,105.80602770482
"33 Hoàng Hoa Thám, Phường 11, Quận Tân Bình, Tp.HCM, Việt Nam",10.7992202,106.6471282
"L1-SH.01B Toà Nhà Landmark 1, Vinhomes Central Park 720A Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TP. HCM, Việt Nam",10.7937095,106.7220732
"306 Cao Thắng, Phường 12, Quận 10, Tp.HCM, Việt Nam",10.77496,106.67477009999993
"17 Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội, Việt Nam",21.0681564,105.82501130000003
"14 Ngõ 106 Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội, Việt Nam",21.0478734,105.7946819
"76 Đồng Xuân, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, Việt Nam",21.037113,105.84937400000001
"BT16, B3, Đường Nguyễn Văn Lộc, Quận Hà Đông, Hà Nội",20.9849911,105.7863219
"369 Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Tp.HCM, Việt Nam",10.795958,106.65164800000002
"Lot 7A-8A Lideco Hạ Long, Phường Trần Hưng Đạo, Tp.Hạ Long, Việt Nam",20.9562358,107.08513740000001
"Lot A6-1 Mon Bay, Phường Hồng Hải, Tp. Hạ Long, Việt Nam",20.9490614247051,107.09858569801952
"62 Phạm Ngọc Thạch, Phường 06, Quận 3, Tp.HCM, Việt Nam",10.786109500465226,106.69226713478565
"69B Phạm Văn Hai, Phường 03, Quận Tân Bình, Tp.HCM, Việt Nam",10.7950299,106.66360140000006
"18 Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội, Việt Nam",21.035566719854028,105.80395310582844
"2 Trần Khắc Chân, Phường Tân Định, Quận 1, Tp.HCM, Việt Nam",10.792414,106.69131289999996
"45 Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, Việt Nam",21.02205,105.82626400000004
"RS3 06-07, Richstar Residence, 239 - 241 & 278 Hòa Bình, P. Hiệp Tân, Q. Tân Phú, Tp.HCM, Việt Nam",10.772184,106.62538900000004
"113 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp.HCM, Việt Nam",10.804421308678547,106.71580236497765
"139-141 Âu Dương Lân, Phường 2, Quận 8, Tp.HCM, Việt Nam",10.745671,106.683311
"81 Trần Bình Trọng, Phường 1, Quận 5, Tp.HCM, Việt Nam",10.7547746,106.68155439999998
"628 Hoàng Hoa Thám, Phường Bưởi, Quận Tây Hồ, Hà Nội, Việt Nam",21.04703589999999,105.80920809999998
"370 Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội, Việt Nam",20.993909,105.80695100000002
"32 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Tp.HCM, Việt Nam",10.791148,106.691058
"259 Đường Số 7, Phường Bình Trị Đông, Quận Bình Tân, Tp.HCM, Việt Nam",10.7517218,106.61298390000002
"Số 8, Ngõ 91 Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội, Việt Nam",21.017243,105.80685199999993
"62 Trần Hưng Đạo, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Việt Nam",21.0220662,105.84884050000005
"57 Nguyễn Du, Phường Bến Nghé, Quận 1, Tp.HCM, Việt Nam",10.7794236,106.70048939999992
"165-167 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp.HCM, Việt Nam",10.7737374,106.69893409999997
"L3- SH01 Toà nhà Landmark 3, Vinhome Central Park, 702A Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp.HCM, Việt Nam",10.798035,106.7201529
"131 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Tp.HCM, Việt Nam",10.762662,106.68783400000007
"7 Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam",21.01264459999999,105.80370130000006
"243 Phan Đình Phùng, Phường 15, Quận Phú Nhuận, Tp.HCM, Việt Nam",10.7963693,106.68110849999994
"74 Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Tp.HCM, Việt Nam",10.8019021,106.7192035
"442 Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội, Việt Nam",21.03750549999999,105.81033969999999
"26 Nguyễn Thái Bình, Phường 04, Quận Tân Bình, Tp.HCM, Việt Nam",10.799336857234877,106.6563334429569
"33 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, Việt Nam",21.0228499,105.808491
"529 Sư Vạn Hạnh, Phường 13, Quận 10, Tp.HCM, Việt Nam",10.7728384,106.66907370000001
"21 Phó Đức Chính (117/21 Thùy Vân), Phường 2, Tp. Vũng Tàu, Việt Nam",10.3371454,107.089786
"252 Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội, Việt Nam",21.0465548,105.78310169999997
"16 Ấp Bắc, Phường 13, Quận Tân Bình, Tp.HCM, Việt Nam",10.800910928531389,106.64153628465579
"31 Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, Việt Nam",21.041565522740175,105.7883035717582
"204 Trần Quang Khải, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, Việt Nam",21.02789212207105,105.8580879760575
"74 Đường Số 1, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh, Việt Nam",10.748516107898475,106.61638554708247
"78 Duy Tân, Phường Dịch Vọng Hầu, Quận Cầu Giấy, Hà Nội, Việt Nam",21.031050146536177,105.78341700731085
"79 Hà Trung, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam",21.029981690345544,105.84474860550517
"1 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam",10.767899530426007,106.6951266687172
"475 Điện Biên Phủ, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",10.8020718,106.71461420000003
"43 Thùy Vân, Phường 2, Thành phố Vũng Tàu, Việt Nam",10.3308418,107.08853060000001
"171 Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội, Việt Nam",20.9908035,105.79625379999993
"103 Trương Định, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam",10.777727,106.68953499999998
"292 Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",10.8011733,106.71066619999999
"420 Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, Việt Nam",21.022857621270443,105.82220907605745
"70 Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội, Việt Nam",20.999119,105.80096409999999
"4 Lê Lợi, Thành phố Vũng Tàu, Việt Nam",10.3572812,107.07571359999997
"6 Quang Trung, Phường 1, Tp. Vũng Tàu, Việt Nam",10.3421601,107.07507099999998
"Số 12 Nhà Dịch Vụ 15 Tầng, Phường 7, Tp. Vũng Tàu, Việt Nam",10.3914464,107.0992793
"371 Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Hồ Chí Minh, Việt Nam",10.816462840947137,106.67715805879129
"174 Phú Diễn, Quận Bắc Từ Liêm, Hà Nội, Việt Nam",21.0447702,105.76226589999999
"T2,00.01 Toà Nhà Krista 537 Nguyễn Duy Trinh, Quận 2, Hồ Chí Minh, Việt Nam",10.7903733,106.7705895
"A67 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, Việt Nam",10.766236730009187,106.68790955092618
"609 Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",10.811042568298458,106.7136654632294
"3 Xuân Diệu, Quận Tây Hồ, Hà Nội, Việt Nam",21.06089500017474,105.83253889157106
"45 Cao Thắng, Quận 3, Hồ Chí Minh, Việt Nam",10.770055281018283,106.68203292271915
"28TT4 The Manor, Nam Từ Liêm, Hà Nội Việt Nam",21.0141712,105.77583119999997
"113 Trần Đại Nghĩa, Q. Hai Bà Trưng, Hà Nội, Việt Nam",21.0028148,105.84480830000007
"62 Man Thiện, Q.9, Hồ Chí Minh, Việt Nam",10.8474222,106.7870657
"449 Lê Văn Việt, Q.9, Hồ Chí Minh, Việt Nam",10.8455529,106.79337280000004
"92 Hậu Giang, Q.6, Hồ Chí Minh, Việt Nam",10.746737760712758, 106.62805218385245
"525 Tô Hiến Thành, Q.10, Hồ Chí Minh, Việt Nam",10.7714855,106.6603189
"49 Hàng Chuối, Q.Hai Bà Trưng, Hà Nội, Việt Nam",21.0164389,105.8577027
"07 Thanh Niên, P. Trúc Bạch, Q. Ba Đình, Hà Nội, Việt Nam",21.04949955557656,105.8390747632294
"17 Liễu Giai, P. Cống Vị, Q. Ba Đình, Hà Nội, Việt Nam",21.034783,105.81453599999998
"01 Tây Hồ, P. Quảng An, Q. Tây Hồ, Hà Nội, Việt Nam",21.06621502932462,105.82643173068845
"81 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân, Hà Nội, Việt Nam",21.006138,105.80671800000005
"80 Ao Sen, khu Ao Sen, P. Mỗ Lao, Q. Hà Đông, Hà Nội, Việt Nam",20.9813661,105.78900329999999
"162 Mai Dịch. P Mai Dịch, Q. Cầu Giấy, Hà Nội, Việt Nam",21.0447842,105.77567350000004
"9 Hương Viên, P. Đồng Nhân, Q. Hai Ba Trưng, Hà Nội, Việt Nam",21.012883,105.85641199999998
"42 Đường 643 Tạ Quang Bửu, P.8, Q.8, Hồ Chí Minh, Việt Nam",10.738408930964065,106.67648985064852
"58 - 60 Hoa Cúc, P.7, Q. Phú Nhuận, Hồ Chí Minh, Việt Nam",10.7984251,106.68916309999997
"205 Nam Kỳ Khởi Nghĩa, P.3, Vũng Tàu, Việt Nam",10.3520462,107.08705039999995
"73-75 Trần Trọng Cung, P. Tân Thuận Đông, Q.7, Hồ Chí Minh, Việt Nam",10.7436489,106.7323288
"304 Vườn Lài, P. Phú Thọ Hoà, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.7880138,106.62871829999995
"F6 Bồ Hoả, P. Hà Cầu, Q. Hà Đông, Hà Nội, Việt Nam",20.96606654164182,105.7767396098217
"LK6A - C17 Mỗ Lao, P. Mộ Lao, Q. Hà Đông, Hà Nội, Việt Nam",20.986735,105.78327300000001
"Tầng 1 Block A, Hoàng Anh River View, 37 Nguyễn Văn Hưởng, P. Thảo Điền, Q.2, Hồ Chí Minh, Việt Nam",10.8049617,106.7271107
"CT3 - CT4 The Pride, Tố Hữu, P. La Khê, Q. Hà Đông, Hà Nội, Việt Nam",20.9721894,105.75734499999999
"A24, đường D4, Khu đô thị Him Lam Tân Hưng, P. Tân Hưng, Q.7, Hồ Chí Minh, Việt Nam",10.744884896719523,106.69908061623573
"277 Âu Dương Lân, P.2, Q.8, Hồ Chí Minh, Việt Nam",10.743118,106.68471090000003
"Số 12 khu Đồng Dưa, Tổ 5 Ngô Thì Nhậm, P. Hà Cầu, Q. Hà Đông, Hà Nội, Việt Nam",20.968813281390563,105.76899915933609
"15B Nguyễn Lương Bằng (nối dài), P. Phú Mỹ, Q.7, Hồ Chí Minh, Việt Nam",10.7020478,106.7317338
"30 Mai Anh Tuấn, P. Ô Chợ Dừa, Q. Đống Đa, Hà Nội, Việt Nam",21.0186298,105.8229295
"1 Đường số 1, P.16, Q. Gò Vấp, Hồ Chí Minh, Việt Nam",10.845171,106.66444
"1/37 Lê Thanh Nghị, P. Bách Khoa, Q. Hai Bà Trưng, Hà Nội, Việt Nam",21.0016864,105.8464768
"126 Nam Cao, P. Giảng Võ, Q. Ba Đình, Hà Nội, Việt Nam",21.030204627334953,105.8222952042297
"15 Đường số 3, Khu Dân Cư Phú Mỹ, P. Phú Mỹ, Q.7, Hồ Chí Minh, Việt Nam",10.7142456,106.7321435
"CT3D, KĐT Nam Cường Cổ Nhuế, P. Cổ Nhuế 1, Q. Bắc Từ Liêm, Hà Nội, Việt Nam",21.0515674,105.78596519999996
"155 Lê Văn Hiến, P. Đức Thắng, Q. Bắc Từ Liêm, Hà Nội, Việt Nam",21.074784404447055,105.77224181860439
"240 Hoàng Diệu 2, P. Linh Chiểu, Q. Thủ Đức, Hồ Chí Minh",10.8538968,106.7710079
"66C Hoàng Diệu 2, P. Linh Chiểu, Q. Thủ Đức, Hồ Chí Minh, Việt Nam",10.8581275,106.76319430000001
"683A Âu Cơ, P. Tân Thành, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.7889446,106.64003879999996
"Chung cư Taseco, Nguyễn Văn Huyên, Q. Bắc Từ Liêm, Hà Nội, Việt Nam",21.064607789754792,105.79882264137268
"82 Nguyễn Phong Sắc, P. Dịch Vọng, Q. Cầu Giấy, Hà Nội, Việt Nam",21.0374519,105.79022099999997
"3 Phạm Tuấn Tài, P. Dịch Vọng Hậu, Q. Cầu Giấy, Hà Nội, Việt Nam",21.04352026821867,105.78609485026243
"1 Thùy Vân, P. Thắng Tam, Vũng Tàu, Việt Nam",10.3293314,107.0879345
"97 Văn Cao, P. Liễu Giai, Q. Ba Đình, Hà Nội, Việt Nam",21.039320614814002,105.81599414348602
"6 Đội Nhân, P. Vĩnh Phúc, Q. Ba Đình, Hà Nội, Việt Nam",21.041099268180233,105.81178441643715
"83 Hàng Điếu, P. Cửa Đông, Q. Hoàn Kiếm, Hà Nội, Việt Nam",21.031997996906608,105.84688916802406
"292 Hoàng Văn Thái, P. Khương Trung, Q. Thanh Xuân, Hà Nội, Việt Nam",20.998903,105.82040400000005
"62-64 Vũ Trọng Phụng, P. Thanh Xuân Trung, Q. Thanh Xuân, Hà Nội, Việt Nam",20.9999809,105.80790300000001
"288 Giải Phóng, P. Phương Liệt, Q. Thanh Xuân, Hà Nội, Việt Nam",20.9949874,105.84131890000003
"1, Dãy A6, khu tập thể Đại học Ngoại ngữ, Trần Quốc Hoàn, P. Dịch Vọng Hậu, Q. Cầu Giấy, Hà Nội, Việt Nam",21.0416327,105.7899386
"36B7 Tràng Tiền, P. Tràng Tiền, Q. Hoàn Kiếm, Hà Nội, Việt Nam",21.025030368246753,105.85495188954928
"Số 1 Nguyễn Hoàng, P. Mỹ Đình, Q. Nam Từ Liêm, Hà Nội, Việt Nam",21.0291531,105.7759652
"2 Hoàng Ngân, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam",21.00715349152187,105.81164360046387
"59 Đông Du, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.7761734,106.70473990000005
"44 Cửu Long, Cư Xá Bắc Hải, P.15, Q.10, Hồ Chí Minh, Việt Nam",10.781508366994435,106.66238921779097
"2 Đường Nội Khu Hưng Gia 4, Bùi Bằng Đoàn, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",20.979868,105.7439194
"1A Hồ Đắc Di, P. Nam Đồng, Q. Đống Đa, Hà Nội, Việt Nam",21.011210682824828,105.8305875183853
"139H Chiến Thắng, X. Tân Triều, H. Thanh Trì, Hà Nội, Việt Nam",20.980353943570694,105.79531699419022
"380/16/16 Lê Văn Lương, P. Tân Hưng, Q.7, Hồ Chí Minh, Việt Nam",10.740067332383516,106.70167367440797
"105 Chùa Láng, P. Láng Thượng, Q. Đống Đa, Hà Nội, Việt Nam",21.0233563,105.80306900000005
"Khu Căn Hộ Somerset Hòa Bình,106 Hoàng Quốc Việt, P. Nghĩa Đô, Q. Cầu Giấy, Hà Nội, Việt Nam",21.046704001100352,105.79550289514123
"18A15 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Q.9, Hồ Chí Minh, Việt Nam",10.8333467,106.7779586
"D22, Nơ 12, Khu đô thị mới Định Công, P. Định Công, Q. Hoàng Mai, Hà Nội",20.989087542339693,105.83018533848417
"41 Yên Thế, P.2, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.81254104948705,106.66834291534428
"50 Nhất Chi Mai, P.13, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.803131052235335,106.63988617976224
"353A Tân Sơn Nhì, P. Tân Sơn Nhì, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.795868961280885,106.63010085351175
"17 Cao Thắng, P.2, Q.3, Hồ Chí Minh, Việt Nam",10.7689279,106.68313620000004
"46 Lê Trọng Tấn, P. Khương Mai, Q. Thanh Xuân, Hà Nội, Việt Nam",20.999785,105.82795099999998
"1001 Bình Giã, P. Rạch Dừa, Vũng Tàu, Việt Nam",10.3974506,107.11707690000003
"15 La Văn Cầu, P. Thắng Tam, Vũng Tàu, Việt Nam",10.3380376,107.09021099999995
"402 Hà Huy Tập, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.72655137949906,106.70825745910406
"15 Đường D2 Khu Dân Cư Phức Hợp Sông Sài Gòn, 92 Nguyễn Hữu Cảnh, P.22, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.7908266,106.7184842
"45 Thống Nhất, P. Bình Thọ, Q. Thủ Đức, Hồ Chí Minh, Việt Nam",10.846295,106.77015289999997
"295 Đỗ Xuân Hợp, Khu phố 4, Bình Trung Đông, P. Phước Long B, Q.9, Hồ Chí Minh, Việt Nam",10.8232131,106.7702276
"177 Xuân Thủy, P. Dịch Vọng Hậu, Q. Cầu Giấy, Hà Nội, Việt Nam",21.036406265509996,105.78466989416506
"144 Lê Trọng Tấn, P. Tây Thạnh, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.80615807601167,106.62848555403252
"14 Hồ Tùng Mậu, P. Mai Dịch, Q. Cầu Giấy , Hà Nội, Việt Nam",21.03668,105.78002400000002
"73 Chùa Láng, P. Láng Thượng, Q. Đống Đa , Hà Nội, Việt Nam",21.023381814454652,105.80627543054959
"38 Đào Duy Từ, P. Hàng Buồm, Q. Hoàn Kiếm , Hà Nội, Việt Nam",21.0359826773515,105.85271181653297
"5A Chợ Lớn, P.11, Q.6 , Hồ Chí Minh, Việt Nam",10.745943,106.63449200000002
"16B Hàng Than, P. Trung Trực, Q. Ba Đình , Hà Nội, Việt Nam",21.042006,105.84717899999998
"18 Bình Phú, P.11, Q.6, Hồ Chí Minh, Việt Nam",10.7395136,106.62929009999993
"22 Nguyễn Trường Tộ, P.12, Q.4, Hồ Chí Minh, Việt Nam",10.765640983929238,106.70473337173462
"82 Nguyễn Huệ, P. Bến Nghé, Q.1, Hồ Chí Minh, Việt Nam",10.775228,106.70291299999997
"12 Phạm Văn Nghị, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.733153332867253,106.70652929688913
"29 Trịnh Đình Thảo, P. Hòa Thạnh, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.775403,106.63471500000003
"29 Lê Lợi, P.4, Q. Gò Vấp, Hồ Chí Minh, Việt Nam",10.820719510476374,106.68761856844867
"Lô CR2-12, Số 107 Đại Lộ Tôn Dật Tiên, Khu A, Phú Mỹ Hưng, Quận 7, TP. HCM",10.7240504,106.7161328
"9-1E Khu Đô Thị Trung Yên, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam",21.013883845668794,105.79821759192657
"193 Đường Số 1, P. Bình Trị Đông B, Q. Bình Tân, Hồ Chí Minh, Việt Nam",10.7484139,106.61337619999995
"2 Nguyễn Khắc Viện, P. Tân Phú, Q.7, Hồ Chí Minh, Việt Nam",10.728551,106.72036060000005
"21 Thạch Lam, P. Hiệp Tân, Q. Tân Phú, Hồ Chí Minh, Việt Nam",10.7762499,106.63240389999999
"16-18 Vĩnh Hội, P.4, Q.4, Hồ Chí Minh, Việt Nam",10.7561049,106.70370750000006
"58 Phạm Văn Nghị, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.7314651,106.70672890000003
"C002 Phạm Thái Bường, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.7274052,106.70976250000001
"197A-199 Điện Biên Phủ, P.15, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.8016043,106.7118944
"172 Nguyễn Thị Tần, P.15, Q.8, Hồ Chí Minh, Việt Nam",10.7461774,106.68620770000007
"184 Lê Đức Thọ, P.6, Q. Gò Vấp, Hồ Chí Minh, Việt Nam",10.8411209,106.6779358
"91 Đường số 204, Cao Lỗ, P.4, Q.8, Hồ Chí Minh, Việt Nam",10.737969,106.67902909999998
"160 Đường số 19, P. Bình Trị Đông, Q. Bình Tân, Hồ Chí Minh, Việt Nam",10.75335164477618,106.61297770157466
"27 Đinh Tiên Hoàng, P. Hàng Bạc, Q. Hoàn Kiếm, Hà Nội, Việt Nam",21.0318142,105.85257139999999
"4-6 Đường Số 10, P.13, Q.6, Hồ Chí Minh, Việt Nam",10.7516082,106.62829160000001
"15 Bùi Bằng Đoàn, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.731976,106.70851100000004
"58 Lữ Gia, P.15, Q.11, Hồ Chí Minh, Việt Nam",10.771122,106.65411300000005
"67 Lê Đức Thọ, P.7, Q. Gò Vấp, Hồ Chí Minh, Việt Nam",10.832052015454936,106.68255957920266
"257A Nguyễn Trãi, P. Nguyễn Cư Trinh, Q.1, Hồ Chí Minh, Việt Nam",10.764567356138652,106.68764600305849
"42 Đường C, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.7154558,106.73240970000006
"702 Nguyễn Văn Linh, P. Tân Phong, Q.7, Hồ Chí Minh, Việt Nam",10.7294136,106.6927826
"268 Lý Thường Kiệt, P.14, Q.10, Hồ Chí Minh, Việt Nam",10.7751507,106.66039939999996
"43 Phạm Ngọc Thạch, P.6, Q.3, Hồ Chí Minh, Việt Nam",10.78474,106.69338800000003
"6 Quách Văn Tuấn, P.12, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.800632,106.65246100000002
"47-49 Nguyễn Văn Bảo, P.4, Q. Gò Vấp, Hồ Chí Minh, Việt Nam",10.8229182,106.68619579999995
"32A Bùi Thị Xuân, P. Bến Thành, Q.1, Hồ Chí Minh, Việt Nam",10.772105,106.6902602
"315B Bùi Hữu Nghĩa, P.1, Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.799846,106.69937000000004
"190B Phan Văn Trị, P.12,  Q. Bình Thạnh, Hồ Chí Minh, Việt Nam",10.813261777504042,106.69530751845471
"62 Nguyễn Khoái, P.2, Q.4, Hồ Chí Minh, Việt Nam",10.7548247,106.69454500000006
"162 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q.1, Hồ Chí Minh, Việt Nam",10.768832,106.70134800000005
"171B Hoàng Hoa Thám, P.13, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.806304,106.64699599999994
"225A Hoàng Hoa Thám, P.13, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.804547,106.64755200000002
"180 Nguyễn Hồng Đào, P.14, Q. Tân Bình, Hồ Chí Minh, Việt Nam",10.7903475,106.64099839999994
"290C An Dương Vương, P.4, Q.5, Hồ Chí Minh, Việt Nam",10.7603622,106.68079030000001
"21 Nguyễn Văn Tráng, P. Bến Thành, Q.1, TP. HCM",10.7700179,106.6921712
